timestamp,open,high,low,close,volume
2025-08-16 04:00:00,117429.63,117884.0,117419.44,117815.66,222.51215
2025-08-16 05:00:00,117815.66,117852.25,117522.7,117595.78,201.54892
2025-08-16 06:00:00,117595.78,117635.42,117278.0,117394.65,260.53589
2025-08-16 07:00:00,117394.64,117674.77,117344.69,117596.07,240.659
2025-08-16 08:00:00,117596.07,117677.06,117501.16,117631.09,185.0877
2025-08-16 09:00:00,117631.09,117703.92,117306.0,117312.0,303.36694
2025-08-16 10:00:00,117312.0,117447.05,117143.98,117388.0,524.83945
2025-08-16 11:00:00,117387.99,117540.0,117350.12,117378.52,192.74721
2025-08-16 12:00:00,117378.52,117747.36,117327.63,117747.36,348.10374
2025-08-16 13:00:00,117747.35,117799.99,117582.29,117623.52,365.37584
2025-08-16 14:00:00,117623.53,117771.4,117550.0,117771.39,253.05868
2025-08-16 15:00:00,117771.4,117825.0,117621.1,117676.7,224.96201
2025-08-16 16:00:00,117676.7,117817.65,117676.7,117747.65,389.81984
2025-08-16 17:00:00,117747.64,117747.65,117651.72,117693.0,181.46105
2025-08-16 18:00:00,117692.99,117757.06,117629.94,117685.79,112.36973
2025-08-16 19:00:00,117685.78,117771.4,117652.92,117672.12,133.77621
2025-08-16 20:00:00,117672.13,117713.51,117522.01,117655.41,155.93762
2025-08-16 21:00:00,117655.41,117655.42,117433.33,117452.21,152.99321
2025-08-16 22:00:00,117452.21,117552.0,117219.34,117460.56,325.20777
2025-08-16 23:00:00,117460.57,117475.07,117278.23,117380.66,198.79271
2025-08-17 00:00:00,117380.66,117419.45,117255.18,117255.19,159.66726
2025-08-17 01:00:00,117255.18,117491.44,117172.21,117439.97,244.13312
2025-08-17 02:00:00,117439.97,117624.55,117381.39,117606.0,157.36164
2025-08-17 03:00:00,117606.0,117771.37,117505.93,117684.95,209.36889
2025-08-17 04:00:00,117684.96,118187.28,117684.95,118076.11,372.88806
2025-08-17 05:00:00,118076.12,118230.82,118000.0,118000.01,296.61443
2025-08-17 06:00:00,118000.0,118118.0,117905.37,117923.99,232.28871
2025-08-17 07:00:00,117924.0,118030.15,117843.74,118005.98,207.89215
2025-08-17 08:00:00,118005.98,118399.99,117922.0,118366.06,337.81576
2025-08-17 09:00:00,118366.05,118484.0,118235.0,118345.99,330.30362
2025-08-17 10:00:00,118345.99,118393.35,118190.0,118393.34,170.26339
2025-08-17 11:00:00,118393.34,118393.35,118270.8,118308.01,169.29272
2025-08-17 12:00:00,118308.0,118356.62,118134.51,118162.6,183.56593
2025-08-17 13:00:00,118162.61,118575.0,118059.12,118429.99,396.26094
2025-08-17 14:00:00,118429.99,118473.66,118150.0,118150.01,189.61777
2025-08-17 15:00:00,118150.01,118263.9,118137.25,118246.16,204.82807
2025-08-17 16:00:00,118246.15,118316.01,117700.7,117834.56,488.38516
2025-08-17 17:00:00,117834.55,117934.82,117645.04,117900.0,212.98829
2025-08-17 18:00:00,117900.01,117947.98,117321.53,117542.01,360.32583
2025-08-17 19:00:00,117542.01,117749.12,117468.0,117570.07,264.4763
2025-08-17 20:00:00,117570.07,117749.32,117508.49,117599.44,141.19933
2025-08-17 21:00:00,117599.44,117781.38,117599.43,117700.0,104.468
2025-08-17 22:00:00,117700.01,117995.37,117688.5,117954.99,232.19191
2025-08-17 23:00:00,117955.0,117978.42,117371.65,117405.01,232.44464
2025-08-18 00:00:00,117405.01,117543.75,117020.0,117290.19,640.08542
2025-08-18 01:00:00,117290.2,117409.87,116166.03,116269.54,1892.28591
2025-08-18 02:00:00,116269.53,116339.61,115292.67,115453.24,2015.07156
2025-08-18 03:00:00,115452.0,115636.89,115000.0,115319.0,1253.98009
2025-08-18 04:00:00,115319.0,115533.89,115079.91,115469.51,597.83019
2025-08-18 05:00:00,115469.52,115688.0,115000.0,115687.99,763.17629
2025-08-18 06:00:00,115687.99,115712.49,114878.71,115245.56,1274.28433
2025-08-18 07:00:00,115245.56,115477.2,115186.56,115205.98,798.13334
2025-08-18 08:00:00,115205.99,115402.51,115068.58,115135.43,582.2051
2025-08-18 09:00:00,115135.43,115135.44,114640.14,115038.46,1245.97423
2025-08-18 10:00:00,115038.46,115261.69,114985.0,115058.58,567.82403
2025-08-18 11:00:00,115058.58,115127.54,114860.62,114947.27,397.98648
2025-08-18 12:00:00,114947.27,115520.0,114902.94,115519.99,477.46603
2025-08-18 13:00:00,115520.0,115736.54,114825.0,114839.13,824.85948
2025-08-18 14:00:00,114839.14,115633.73,114839.14,115633.73,673.6191
2025-08-18 15:00:00,115633.72,116186.97,115402.0,116145.34,796.23484
2025-08-18 16:00:00,116145.34,116350.0,115818.86,115962.24,496.59282
2025-08-18 17:00:00,115962.24,116800.0,115962.23,116428.99,713.09082
2025-08-18 18:00:00,116428.98,116579.16,116238.71,116481.81,239.93978
2025-08-18 19:00:00,116481.8,116639.35,116204.0,116313.99,281.74931
2025-08-18 20:00:00,116314.0,116529.5,115980.32,116407.99,349.12342
2025-08-18 21:00:00,116407.99,116675.67,116403.76,116648.99,230.40574
2025-08-18 22:00:00,116649.0,116980.0,116394.12,116399.99,316.21157
2025-08-18 23:00:00,116400.0,116564.38,116089.0,116227.05,317.80966
2025-08-19 00:00:00,116227.05,116563.55,115516.82,116563.13,597.52684
2025-08-19 01:00:00,116563.12,116725.69,115710.03,115798.0,461.06933
2025-08-19 02:00:00,115798.0,116051.0,115635.63,115747.08,344.75966
2025-08-19 03:00:00,115747.09,115771.98,114787.23,114810.0,987.54165
2025-08-19 04:00:00,114810.01,115372.55,114366.0,115305.99,973.09499
2025-08-19 05:00:00,115306.0,115483.24,114944.16,114972.9,406.89708
2025-08-19 06:00:00,114972.9,115219.99,114914.26,115019.99,394.62483
2025-08-19 07:00:00,115019.99,115056.0,114600.74,114978.14,724.50631
2025-08-19 08:00:00,114978.15,115300.0,114804.0,115186.48,489.77403
2025-08-19 09:00:00,115186.47,115488.27,115185.92,115322.7,443.60844
2025-08-19 10:00:00,115322.69,115577.6,115317.92,115400.0,241.6168
2025-08-19 11:00:00,115400.0,115650.0,115400.0,115508.71,296.0435
2025-08-19 12:00:00,115508.71,115617.84,115282.7,115599.99,338.93222
2025-08-19 13:00:00,115600.0,115875.84,114869.6,115192.0,928.5804
2025-08-19 14:00:00,115192.0,115378.82,113770.34,113882.66,2263.58751
2025-08-19 15:00:00,113882.66,114177.58,113587.68,113786.38,1763.36303
2025-08-19 16:00:00,113786.39,113897.58,113346.28,113388.3,959.63398
2025-08-19 17:00:00,113388.31,113596.07,113107.07,113520.11,1084.66267
2025-08-19 18:00:00,113520.11,113520.11,112837.11,113069.61,889.38987
2025-08-19 19:00:00,113069.61,113552.03,112767.06,113132.48,850.664
2025-08-19 20:00:00,113132.49,113570.44,112927.82,113570.44,496.52563
2025-08-19 21:00:00,113570.44,113589.48,113413.14,113419.11,316.99786
2025-08-19 22:00:00,113419.1,113440.43,113060.0,113174.42,1090.07931
2025-08-19 23:00:00,113174.42,113201.26,112732.58,112872.94,721.9943
2025-08-20 00:00:00,112872.95,113320.0,112843.14,113215.5,605.5856
2025-08-20 01:00:00,113215.49,113413.23,112566.01,112996.93,1004.04056
2025-08-20 02:00:00,112996.93,113500.0,112944.68,113438.29,915.27403
2025-08-20 03:00:00,113438.29,113636.13,113319.45,113525.91,591.80557
2025-08-20 04:00:00,113525.9,113700.0,113460.29,113633.47,351.01236
2025-08-20 05:00:00,113633.47,113767.44,113464.02,113708.0,305.42814
2025-08-20 06:00:00,113707.99,113734.23,113500.0,113653.28,284.56575
2025-08-20 07:00:00,113653.28,113837.93,113432.0,113490.13,426.40857
2025-08-20 08:00:00,113490.14,114016.77,113401.0,114010.0,1021.52601
2025-08-20 09:00:00,114010.0,114010.01,113628.65,113699.98,464.52912
2025-08-20 10:00:00,113699.98,113869.5,113587.68,113792.2,310.8205
2025-08-20 11:00:00,113792.19,113859.26,113060.08,113666.68,555.63081
2025-08-20 12:00:00,113666.69,113944.0,113512.88,113659.01,643.44169
2025-08-20 13:00:00,113659.01,113659.01,112600.0,112693.15,1099.37126
2025-08-20 14:00:00,112693.14,113854.34,112380.0,113465.84,1578.65617
2025-08-20 15:00:00,113465.84,114326.35,113229.43,113353.94,1283.96286
2025-08-20 16:00:00,113353.94,114309.16,113278.49,113839.99,769.22274
2025-08-20 17:00:00,113839.99,114444.0,113781.16,114197.53,577.51878
2025-08-20 18:00:00,114197.54,114269.63,113264.01,113490.01,676.25877
2025-08-20 19:00:00,113490.0,114337.31,113472.38,114276.66,601.00585
2025-08-20 20:00:00,114276.66,114375.27,114000.0,114370.0,384.69129
2025-08-20 21:00:00,114370.0,114476.13,114000.0,114356.24,372.36928
2025-08-20 22:00:00,114356.24,114615.38,114206.89,114595.19,498.00131
2025-08-20 23:00:00,114595.19,114608.77,114220.0,114271.24,315.21492
2025-08-21 00:00:00,114271.23,114493.1,114010.87,114292.14,429.62667
2025-08-21 01:00:00,114292.14,114736.0,113954.13,114729.94,432.98345
2025-08-21 02:00:00,114729.93,114821.76,113906.01,114038.0,447.89489
2025-08-21 03:00:00,114038.0,114531.29,113954.61,113954.62,316.2228
2025-08-21 04:00:00,113954.62,114033.84,113800.0,113800.0,293.43085
2025-08-21 05:00:00,113800.01,114010.83,113637.0,113995.12,344.63705
2025-08-21 06:00:00,113995.12,113995.12,113609.88,113807.2,443.88446
2025-08-21 07:00:00,113807.2,113944.74,113582.43,113896.03,530.41085
2025-08-21 08:00:00,113896.03,113990.0,113588.45,113588.45,336.76542
2025-08-21 09:00:00,113588.46,113616.58,113300.0,113376.85,413.40552
2025-08-21 10:00:00,113376.85,113479.97,113230.0,113329.74,331.35097
2025-08-21 11:00:00,113329.74,113542.47,113000.0,113148.66,428.12915
2025-08-21 12:00:00,113148.65,113416.69,112950.0,113095.29,386.2075
2025-08-21 13:00:00,113095.3,113713.56,113055.93,113486.98,624.69624
2025-08-21 14:00:00,113486.98,113995.11,112913.39,113281.99,580.15894
2025-08-21 15:00:00,113282.0,113386.31,112608.64,112792.08,930.0476
2025-08-21 16:00:00,112792.08,112969.47,112333.33,112379.58,780.22707
2025-08-21 17:00:00,112379.58,112456.43,112201.0,112277.19,548.4748
